,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
1906,2008,Yeah.,Joey,neutral,neutral,201,5,4,2,"00:13:51,080","00:13:52,705",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt5.mp4,neutral,"{'text': '', 'segments': [], 'audio': {'raw': array([-1.0354317e-03, -1.9759249e-03, -2.6476728e-03, ...,
        8.1624382e-04, -7.0153154e-05, -1.4488052e-03], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=88x88 at 0x33C6BF310>]}",
1907,2009,It was funny til I started feeling like I was in a coffin.,Joey,neutral,neutral,201,6,4,2,"00:13:52,873","00:13:55,708",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt6.mp4,neutral,"{'text': ' I swear I trust you, I trust you, I trust you.', 'segments': [{'start': 0.0, 'end': 4.0, 'text': ' I swear I trust you, I trust you, I trust you.'}], 'audio': {'raw': array([-0.00428744, -0.00598229, -0.00712492, ..., -0.00476785,
       -0.00278817, -0.00152867], dtype=float32), 'audio_chunks': [array([-0.00428744, -0.00598229, -0.00712492, ..., -0.00476785,
       -0.00278817, -0.00152867], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=66x66 at 0x33C726650>, <PIL.Image.Image image mode=RGB size=97x97 at 0x33C726C90>, <PIL.Image.Image image mode=RGB size=53x53 at 0x33C725190>]}"," I swear I trust you, I trust you, I trust you."
1908,2010,"No, you, you cant fit in that thing. Thats not deep enough.",Guy,neutral,neutral,201,7,4,2,"00:13:57,878","00:14:01,214",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt7.mp4,neutral,"{'text': ' You all remember Music?', 'segments': [{'start': 0.0, 'end': 3.6, 'text': ' You all remember Music?'}], 'audio': {'raw': array([ 1.9528344e-03,  3.9386312e-03,  4.3992824e-03, ...,
        1.3364640e-06, -2.7740531e-05, -1.2831075e-05], dtype=float32), 'audio_chunks': [array([ 1.9528344e-03,  3.9386312e-03,  4.3992824e-03, ...,
        1.3364640e-06, -2.7740531e-05, -1.2831075e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=104x104 at 0x33C705C50>, <PIL.Image.Image image mode=RGB size=102x102 at 0x33C706350>, <PIL.Image.Image image mode=RGB size=101x101 at 0x33C72D110>]}", You all remember Music?
1909,2011,"Oh yeah?  If I cant, Ill knock five bucks off the price off the unit.",Joey,anger,negative,201,8,4,2,"00:14:01,632","00:14:09,347",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt8.mp4,angry,"{'text': "" Oh. I'm sorry, my dear. It's my brother. So, it's just the virtual bomb."", 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' Oh.'}, {'start': 8.6, 'end': 11.32, 'text': "" I'm sorry, my dear.""}, {'start': 11.32, 'end': 12.92, 'text': "" It's my brother.""}, {'start': 12.92, 'end': 14.620000000000001, 'text': "" So, it's just the virtual bomb.""}], 'audio': {'raw': array([ 6.0651329e-04,  1.5899835e-03,  1.7629962e-03, ...,
       -4.9884031e-05, -7.1035436e-05, -5.0438186e-05], dtype=float32), 'audio_chunks': [array([0.00060651, 0.00158998, 0.001763  , ..., 0.000349  , 0.00023096,
       0.00017921], dtype=float32), array([], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=72x72 at 0x33C6A9F90>, <PIL.Image.Image image mode=RGB size=101x101 at 0x33C6EAED0>, <PIL.Image.Image image mode=RGB size=74x74 at 0x33C6E9FD0>, <PIL.Image.Image image mode=RGB size=72x72 at 0x33C715A50>, <PIL.Image.Image image mode=RGB size=74x74 at 0x33C734150>, <PIL.Image.Image image mode=RGB size=74x74 at 0x33C735990>, <PIL.Image.Image image mode=RGB size=102x102 at 0x33C726990>, <PIL.Image.Image image mode=RGB size=75x75 at 0x33C6C6C10>, <PIL.Image.Image image mode=RGB size=72x72 at 0x33C72E4D0>]}"," Oh. I'm sorry, my dear. It's my brother. So, it's just the virtual bomb."
1910,2012,"All right, you have yourself a deal.",Guy,neutral,neutral,201,9,4,2,"00:14:09,640","00:14:11,766",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt9.mp4,neutral,"{'text': ' I have a shirt to buy.', 'segments': [{'start': 0.0, 'end': 3.0, 'text': ' I have a shirt to buy.'}], 'audio': {'raw': array([-0.00019221, -0.00028318, -0.00031151, ...,  0.00314286,
        0.00367858,  0.00168953], dtype=float32), 'audio_chunks': [array([-0.00019221, -0.00028318, -0.00031151, ...,  0.00314286,
        0.00367858,  0.00168953], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=84x84 at 0x33C742990>, <PIL.Image.Image image mode=RGB size=58x58 at 0x33C740E90>, <PIL.Image.Image image mode=RGB size=180x180 at 0x33C6B1ED0>]}", I have a shirt to buy.
1911,2013,Okay.  See?! I told ya!,Joey,surprise,positive,201,10,4,2,"00:14:16,689","00:14:19,232",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt10.mp4,surprise,"{'text': "" Fuck! It's still hot all the time!"", 'segments': [{'start': 0.0, 'end': 1.4000000000000001, 'text': ' Fuck!'}, {'start': 1.4000000000000001, 'end': 3.62, 'text': "" It's still hot all the time!""}], 'audio': {'raw': array([-3.3537409e-04,  2.9896750e-05,  3.4273986e-04, ...,
        7.6547163e-03,  7.8396089e-03,  7.8939311e-03], dtype=float32), 'audio_chunks': [array([-3.3537409e-04,  2.9896750e-05,  3.4273986e-04, ...,
       -5.5940012e-03, -6.8341568e-03, -1.3956921e-02], dtype=float32), array([-0.02201732, -0.02786605, -0.02908816, ...,  0.00765472,
        0.00783961,  0.00789393], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=54x54 at 0x33C72C390>]}", Fuck! It's still hot all the time!
1912,2014,"Sometimes I get in here just to get away from it! Hey, a nickel!!",Joey,anger,negative,201,11,4,2,"00:14:21,694","00:14:28,950",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia201_utt11.mp4,angry,"{'text': ' So when, say, congratulations to Kamakawa just a couple of years old...', 'segments': [{'start': 0.0, 'end': 5.5, 'text': ' So when, say, congratulations to Kamakawa just a couple of years old...'}], 'audio': {'raw': array([ 4.9736397e-03,  1.2157030e-02,  1.4272479e-02, ...,
       -2.0117765e-05, -1.2128108e-04, -1.6005797e-04], dtype=float32), 'audio_chunks': [array([ 0.00497364,  0.01215703,  0.01427248, ..., -0.00940062,
       -0.0081744 , -0.00510756], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=54x54 at 0x33C725390>]}"," So when, say, congratulations to Kamakawa just a couple of years old..."
1913,2015,Hey! Whats up?,Joey,neutral,neutral,202,0,7,7,"00:05:46,888","00:05:47,929",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt0.mp4,neutral,"{'text': '奉', 'segments': [{'start': 0.0, 'end': 4.98, 'text': '奉'}], 'audio': {'raw': array([ 0.00366266,  0.01122635,  0.01246747, ..., -0.02439581,
       -0.02926504, -0.03670312], dtype=float32), 'audio_chunks': [array([ 0.00366266,  0.01122635,  0.01246747, ..., -0.02439581,
       -0.02926504, -0.03670312], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=138x138 at 0x33C72D210>, <PIL.Image.Image image mode=RGB size=151x151 at 0x33C72D810>]}",奉
1914,2016,Hey!,Rachel,joy,positive,202,1,7,7,"00:05:48,139","00:05:49,556",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt1.mp4,happy,"{'text': '', 'segments': [], 'audio': {'raw': array([-3.4673336e-05,  6.0557347e-04,  1.3131677e-03, ...,
        1.6599528e-05,  2.3769700e-05, -2.0997548e-05], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=77x77 at 0x33C7379D0>]}",
1915,2017,"Hey-hey, whos your friend?  Hey!!",Joey,joy,positive,202,2,7,7,"00:05:50,183","00:05:54,144",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt2.mp4,happy,"{'text': ' Shhh!', 'segments': [{'start': 0.0, 'end': 6.0, 'text': ' Shhh!'}], 'audio': {'raw': array([ 3.1103988e-04,  3.7077238e-04, -8.4429252e-05, ...,
        3.6352497e-02,  3.2666907e-02,  2.2675993e-02], dtype=float32), 'audio_chunks': [array([ 3.1103988e-04,  3.7077238e-04, -8.4429252e-05, ...,
        3.6352497e-02,  3.2666907e-02,  2.2675993e-02], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=146x146 at 0x33C72FC90>, <PIL.Image.Image image mode=RGB size=60x60 at 0x33C72CE50>, <PIL.Image.Image image mode=RGB size=83x83 at 0x33C740CD0>, <PIL.Image.Image image mode=RGB size=82x82 at 0x33C7408D0>]}", Shhh!
1916,2018,Hey Joey!,Erin,joy,positive,202,3,7,7,"0:05:54,854","0:05:58,275",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt3.mp4,happy,"{'text': ' All right, Sherwin? The whole mile of. Shit.', 'segments': [{'start': 0.0, 'end': 1.76, 'text': ' All right, Sherwin?'}, {'start': 1.76, 'end': 3.36, 'text': ' The whole mile of.'}, {'start': 5.44, 'end': 6.5600000000000005, 'text': ' Shit.'}], 'audio': {'raw': array([ 0.00667187,  0.01834526,  0.02741352, ..., -0.00048511,
        0.00041781,  0.00037217], dtype=float32), 'audio_chunks': [array([ 0.00667187,  0.01834526,  0.02741352, ..., -0.0116176 ,
       -0.01175128, -0.01170075], dtype=float32), array([-0.01287301, -0.01536061, -0.01785397, ...,  0.02365356,
        0.02580136,  0.02582353], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': []}"," All right, Sherwin? The whole mile of. Shit."
1917,2019,Erin! Still here!,Joey,joy,positive,202,4,7,7,"0:05:58,275","0:05:59,131",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt4.mp4,happy,"{'text': '', 'segments': [], 'audio': {'raw': array([ 1.9268710e-03,  1.1426067e-02,  3.0083138e-02, ...,
        9.7740158e-05, -7.8264216e-05,  2.5070284e-04], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': []}",
1918,2020,"Yeah, we ended up spending the day together and had such a great time!",Rachel,joy,positive,202,5,7,7,"00:06:00,651","00:06:04,696",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt5.mp4,happy,"{'text': ' And wait why all we have ispenning the room to go on their scheduled flight,ズ quelle?', 'segments': [{'start': 0.0, 'end': 14.0, 'text': ' And wait why all we have ispenning the room to go on their scheduled flight,ズ quelle?'}], 'audio': {'raw': array([-0.0002638 ,  0.00047088,  0.00036275, ..., -0.00018138,
       -0.00017191, -0.00014693], dtype=float32), 'audio_chunks': [array([-0.0002638 ,  0.00047088,  0.00036275, ..., -0.00018138,
       -0.00017191, -0.00014693], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=74x74 at 0x33C7240D0>, <PIL.Image.Image image mode=RGB size=77x77 at 0x33C696190>, <PIL.Image.Image image mode=RGB size=77x77 at 0x33C714750>, <PIL.Image.Image image mode=RGB size=77x77 at 0x33C715390>, <PIL.Image.Image image mode=RGB size=62x62 at 0x33C6EA490>]}"," And wait why all we have ispenning the room to go on their scheduled flight,ズ quelle?"
1919,2021,Why wouldnt ya? Erin is great! Then-then theres you guys.,Joey,joy,positive,202,6,7,7,"00:06:04,906","00:06:10,243",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt6.mp4,happy,"{'text': ' not', 'segments': [{'start': 0.0, 'end': 25.060000000000002, 'text': ' not'}], 'audio': {'raw': array([-7.7780164e-03, -1.0256530e-02, -9.7788125e-03, ...,
        2.0902005e-05,  1.2762132e-05,  2.5851423e-06], dtype=float32), 'audio_chunks': [array([-7.7780164e-03, -1.0256530e-02, -9.7788125e-03, ...,
        2.0902005e-05,  1.2762132e-05,  2.5851423e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=57x57 at 0x33C734B10>, <PIL.Image.Image image mode=RGB size=60x60 at 0x33C736310>, <PIL.Image.Image image mode=RGB size=59x59 at 0x33C737950>]}", not
1920,2022,"Ohh, listen. Ive got to get going. Today was great, thanks!",Erin,joy,positive,202,7,7,7,"00:06:10,495","00:06:13,789",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia202_utt7.mp4,happy,"{'text': "" ...look if you're growing."", 'segments': [{'start': 0.0, 'end': 16.0, 'text': "" ...look if you're growing.""}], 'audio': {'raw': array([-7.6378928e-05,  5.7684275e-04, -8.2135585e-04, ...,
       -4.2144987e-03, -3.9966102e-03, -4.1359025e-03], dtype=float32), 'audio_chunks': [array([-7.6378928e-05,  5.7684275e-04, -8.2135585e-04, ...,
       -4.2144987e-03, -3.9966102e-03, -4.1359025e-03], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=151x151 at 0x33C6C69D0>, <PIL.Image.Image image mode=RGB size=72x72 at 0x33C6B3110>, <PIL.Image.Image image mode=RGB size=76x76 at 0x33C72CDD0>, <PIL.Image.Image image mode=RGB size=76x76 at 0x33C72E810>]}", ...look if you're growing.
1921,2023,I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,Bonnie,anger,negative,203,0,3,25,"00:13:32,019","00:13:37,524",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt0.mp4,angry,"{'text': ' If I got black back half the beach in my hair, so much easier when I used to shoot my head.', 'segments': [{'start': 0.0, 'end': 5.14, 'text': ' If I got black back half the beach in my hair,'}, {'start': 5.14, 'end': 9.5, 'text': ' so much easier when I used to shoot my head.'}], 'audio': {'raw': array([-1.6911493e-03, -3.2396016e-03, -4.1136737e-03, ...,
       -2.7503547e-05,  5.6883335e-05,  1.5996076e-04], dtype=float32), 'audio_chunks': [array([-0.00169115, -0.0032396 , -0.00411367, ..., -0.00099293,
       -0.00083061, -0.00110879], dtype=float32), array([-1.2513162e-03, -1.3004137e-03, -1.2147544e-03, ...,
       -2.7503547e-05,  5.6883335e-05,  1.5996076e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=183x183 at 0x33C6F6C90>, <PIL.Image.Image image mode=RGB size=182x182 at 0x33C726910>, <PIL.Image.Image image mode=RGB size=163x163 at 0x33C7265D0>, <PIL.Image.Image image mode=RGB size=180x180 at 0x33C768850>, <PIL.Image.Image image mode=RGB size=160x160 at 0x33C768CD0>]}"," If I got black back half the beach in my hair, so much easier when I used to shoot my head."
1922,2024,"Y'know, I gotta tell ya, I just",Rachel,neutral,neutral,203,1,3,25,"00:13:41,654","00:13:43,863",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt1.mp4,neutral,"{'text': "" I would've..."", 'segments': [{'start': 0.0, 'end': 1.28, 'text': ' I'}, {'start': 3.2, 'end': 5.2, 'text': "" would've...""}], 'audio': {'raw': array([ 3.2837532e-04,  1.2734968e-03,  8.4341946e-04, ...,
       -8.4405023e-05, -5.1183137e-04, -3.4474675e-04], dtype=float32), 'audio_chunks': [array([ 0.00032838,  0.0012735 ,  0.00084342, ..., -0.00219337,
       -0.00316256, -0.00331846], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=171x171 at 0x33C76B950>, <PIL.Image.Image image mode=RGB size=157x157 at 0x33C6EB390>, <PIL.Image.Image image mode=RGB size=168x168 at 0x33C6E8A50>]}", I would've...
1923,2025,Really?!,Bonnie,surprise,positive,203,2,3,25,"0:13:47,576","0:13:47,918",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt2.mp4,surprise,"{'text': ' What?', 'segments': [{'start': 0.0, 'end': 0.5, 'text': ' What?'}], 'audio': {'raw': array([-0.00077403, -0.00130652, -0.00160821, ..., -0.00917906,
       -0.00818684, -0.01368643], dtype=float32), 'audio_chunks': [array([-0.00077403, -0.00130652, -0.00160821, ..., -0.00917906,
       -0.00818684, -0.01368643], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", What?
1924,2026,Ohh!,Rachel,surprise,positive,203,3,3,25,"0:13:47,918","0:13:49,497",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt3.mp4,surprise,"{'text': '', 'segments': [], 'audio': {'raw': array([-0.02878888, -0.04854448, -0.04637174, ..., -0.00012648,
        0.00049335,  0.00080651], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': []}",
1925,2027,Because I think about shaving it all off again sometime.,Bonnie,neutral,neutral,203,4,3,25,"00:13:49,620","00:13:52,288",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt4.mp4,neutral,"{'text': ' As I think of that, she has been an orphan, even some flies.', 'segments': [{'start': 0.0, 'end': 5.88, 'text': ' As I think of that, she has been an orphan, even some flies.'}], 'audio': {'raw': array([-0.00196371, -0.00319761, -0.00359309, ..., -0.00017485,
        0.00024383, -0.00043964], dtype=float32), 'audio_chunks': [array([-0.00196371, -0.00319761, -0.00359309, ..., -0.00017485,
        0.00024383, -0.00043964], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=171x171 at 0x33C716AD0>, <PIL.Image.Image image mode=RGB size=197x197 at 0x33C714910>, <PIL.Image.Image image mode=RGB size=191x191 at 0x33C734290>]}"," As I think of that, she has been an orphan, even some flies."
1926,2028,Really?!,Rachel,surprise,positive,203,5,3,25,"0:13:52,915","0:13:53,557",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt5.mp4,surprise,"{'text': ' FUCK', 'segments': [{'start': 0.0, 'end': 4.46, 'text': ' FUCK'}], 'audio': {'raw': array([-1.3827912e-03, -1.9123190e-03, -1.7345760e-03, ...,
       -1.8664701e-05, -1.9039991e-05, -2.5030149e-05], dtype=float32), 'audio_chunks': [array([-1.3827912e-03, -1.9123190e-03, -1.7345760e-03, ...,
       -1.8664701e-05, -1.9039991e-05, -2.5030149e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=128x128 at 0x33C734B90>]}", FUCK
1927,2029,Yeah!,Bonnie,joy,positive,203,6,3,25,"0:13:53,557","0:13:54,516",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt6.mp4,happy,"{'text': ' Ha!', 'segments': [{'start': 0.0, 'end': 1.9000000000000001, 'text': ' Ha!'}], 'audio': {'raw': array([ 1.1469697e-03,  1.9828968e-03,  1.5586184e-03, ...,
       -4.5409528e-05, -5.5015851e-05, -1.2568214e-04], dtype=float32), 'audio_chunks': [array([ 1.1469697e-03,  1.9828968e-03,  1.5586184e-03, ...,
       -4.5409528e-05, -5.5015851e-05, -1.2568214e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=134x134 at 0x33C71C7D0>]}", Ha!
1928,2030,I mean you definitely should do that.,Rachel,neutral,neutral,203,7,3,25,"00:13:55,167","00:13:56,835",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt7.mp4,neutral,"{'text': ' Or why not just for what we should do here?', 'segments': [{'start': 0.0, 'end': 3.2, 'text': ' Or why not just for what we should do here?'}], 'audio': {'raw': array([-0.00561441, -0.01014478, -0.01249386, ...,  0.00039318,
       -0.00022379, -0.00034291], dtype=float32), 'audio_chunks': [array([-0.00561441, -0.01014478, -0.01249386, ...,  0.00039318,
       -0.00022379, -0.00034291], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=130x130 at 0x33C697550>, <PIL.Image.Image image mode=RGB size=143x143 at 0x33C76EB50>]}", Or why not just for what we should do here?
1929,2031,"Y'know what, I should do it.",Bonnie,joy,positive,203,8,3,25,"0:13:58,003","0:13:59,145",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt8.mp4,happy,"{'text': ' Oh.', 'segments': [{'start': 0.0, 'end': 2.08, 'text': ' Oh.'}], 'audio': {'raw': array([-6.3459238e-04, -1.0926849e-03, -1.2552880e-03, ...,
       -8.8833680e-05, -1.9345553e-04,  0.0000000e+00], dtype=float32), 'audio_chunks': [array([-6.3459238e-04, -1.0926849e-03, -1.2552880e-03, ...,
       -8.8833680e-05, -1.9345553e-04,  0.0000000e+00], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=181x181 at 0x33C71C050>]}", Oh.
1930,2032,Yeah!,Rachel,joy,positive,203,9,3,25,"0:13:59,145","0:14:00,180",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt9.mp4,happy,"{'text': ' Yeah.', 'segments': [{'start': 0.0, 'end': 1.1400000000000001, 'text': ' Yeah.'}], 'audio': {'raw': array([-4.6029096e-03, -4.2008557e-03, -3.3354200e-04, ...,
       -1.3061275e-04,  2.0493389e-04,  9.9389552e-05], dtype=float32), 'audio_chunks': [array([-4.6029096e-03, -4.2008557e-03, -3.3354200e-04, ...,
       -1.3061275e-04,  2.0493389e-04,  9.9389552e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=92x92 at 0x33C7075D0>]}", Yeah.
1931,2033,"Yeah, thank you Rachel, you are soo cool.",Bonnie,joy,positive,203,10,3,25,"00:14:00,297","00:14:02,465",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt10.mp4,happy,"{'text': ' I think you might find yourself there.', 'segments': [{'start': 0.0, 'end': 4.3, 'text': ' I think you might find yourself there.'}], 'audio': {'raw': array([-2.3336468e-05,  2.6574510e-04,  4.8492366e-04, ...,
        7.4512835e-05, -6.6882075e-04, -9.6135557e-04], dtype=float32), 'audio_chunks': [array([-2.3336468e-05,  2.6574510e-04,  4.8492366e-04, ...,
        7.4512835e-05, -6.6882075e-04, -9.6135557e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", I think you might find yourself there.
1932,2034,"Awww, stop. Come on. Now go shave that head!",Rachel,neutral,neutral,203,11,3,25,"0:14:02,633","0:14:07,096",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt11.mp4,neutral,"{'text': ' Hey, star. How you shame on me?', 'segments': [{'start': 0.0, 'end': 5.0, 'text': ' Hey, star.'}, {'start': 6.0, 'end': 9.0, 'text': ' How you shame on me?'}], 'audio': {'raw': array([-6.9367624e-04,  4.7722569e-05,  2.2426201e-03, ...,
       -1.2264445e-06,  3.2032849e-06, -1.8632327e-05], dtype=float32), 'audio_chunks': [array([-6.9367624e-04,  4.7722569e-05,  2.2426201e-03, ...,
       -1.2264445e-06,  3.2032849e-06, -1.8632327e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=65x65 at 0x33C74F750>, <PIL.Image.Image image mode=RGB size=165x165 at 0x33C74C250>]}"," Hey, star. How you shame on me?"
1933,2035,All right.,Bonnie,neutral,neutral,203,12,3,25,"0:14:07,096","0:14:08,395",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia203_utt12.mp4,neutral,"{'text': '', 'segments': [], 'audio': {'raw': array([ 3.0924864e-02,  5.5129886e-02,  4.3485261e-02, ...,
        2.3978495e-04, -1.5931047e-04,  8.9450303e-05], dtype=float32), 'audio_chunks': [], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=157x157 at 0x33C7279D0>, <PIL.Image.Image image mode=RGB size=138x138 at 0x33C769250>]}",
1934,2036,"Oh, Monica. You are not still going over that thing.",Rachel,sadness,negative,204,0,1,21,"00:02:00,036","00:02:03,705",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia204_utt0.mp4,sad,"{'text': ' Menopval, I have to take your own Future Hour?', 'segments': [{'start': 0.0, 'end': 7.54, 'text': ' Menopval, I have to take your own Future Hour?'}], 'audio': {'raw': array([-6.9232592e-03, -1.2542206e-02, -1.5674127e-02, ...,
       -3.8590075e-05, -2.0114154e-05, -1.3057902e-04], dtype=float32), 'audio_chunks': [array([-6.9232592e-03, -1.2542206e-02, -1.5674127e-02, ...,
       -3.8590075e-05, -2.0114154e-05, -1.3057902e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': []}"," Menopval, I have to take your own Future Hour?"
